id_cli,full_name,contact_info,reg_date,cat,int_score
C_04119,User_4119,user_4119@domain.com,2021-02-05,A,51.58
C_04120,User_4120,invalid_4120,2021-03-12,B,52.26
C_04121,User_4121,user_4121@domain.com,2021-08-06,A,27.45
C_04122,User_4122,user_4122@domain.com,2023-05-01,A,64.94
C_04123,User_4123,user_4123@domain.com,2022-10-23,B,36.78
C_04124,User_4124,user_4124@domain.com,2022-04-20,X,51.35
C_04125,User_4125,user_4125@domain.com,2022-11-15,B,67.47
C_04126,User_4126,user_4126@domain.com,2021-10-21,B,63.89
C_04127,User_4127,user_4127@domain.com,2019-11-05,B,50.52
C_04128,User_4128,user_4128@domain.com,2020-12-07,X,44.56
C_04129,User_4129,user_4129@domain.com,2019-02-20,A,64.21
C_04130,User_4130,invalid_4130,2021-09-15,A,60.12
C_04131,User_4131,user_4131@domain.com,2019-08-03,A,40.72
C_04132,User_4132,user_4132@domain.com,2020-08-28,A,38.08
C_04133,User_4133,user_4133@domain.com,2021-05-01,B,18.91
C_04134,User_4134,user_4134@domain.com,2019-06-25,B,52.31
C_04135,User_4135,user_4135@domain.com,2019-08-26,A,48.76
C_04136,User_4136,user_4136@domain.com,2023-08-30,A,67.04
C_04137,User_4137,user_4137@domain.com,2023-02-04,B,55.39
C_04138,User_4138,user_4138@domain.com,2019-10-18,A,70.01
C_04139,User_4139,user_4139@domain.com,2020-12-14,B,39.54
C_04140,User_4140,invalid_4140,2020-09-30,A,67.07
C_04141,User_4141,user_4141@domain.com,2020-12-03,A,42.07
C_04142,User_4142,user_4142@domain.com,2021-07-21,A,61.66
C_04143,User_4143,user_4143@domain.com,2023-05-26,A,28.12
C_04144,User_4144,user_4144@domain.com,2020-02-28,C,53.53
C_04145,User_4145,user_4145@domain.com,2021-12-03,X,20.23
C_04146,User_4146,user_4146@domain.com,2021-09-16,B,45.99
C_04147,User_4147,user_4147@domain.com,2020-12-14,A,56.61
C_04148,User_4148,user_4148@domain.com,2021-09-02,A,42.19
C_04149,User_4149,user_4149@domain.com,2019-07-19,B,34.24
C_04150,User_4150,invalid_4150,2021-06-16,B,62.69
C_04151,User_4151,user_4151@domain.com,2023-01-18,A,48.45
C_04152,User_4152,user_4152@domain.com,2022-11-27,A,42.66
C_04153,User_4153,user_4153@domain.com,2021-07-15,B,50.63
C_04154,User_4154,user_4154@domain.com,2020-10-15,A,89.55
C_04155,User_4155,user_4155@domain.com,2019-05-18,A,67.3
C_04156,User_4156,user_4156@domain.com,2020-09-06,A,67.44
C_04157,User_4157,user_4157@domain.com,2019-04-02,A,56.53
C_04158,User_4158,user_4158@domain.com,2023-07-18,C,52.5
C_04159,User_4159,user_4159@domain.com,2022-12-26,X,14.06
C_04160,User_4160,invalid_4160,2019-08-24,A,39.82
C_04161,User_4161,user_4161@domain.com,2019-02-16,A,42.79
C_04162,User_4162,user_4162@domain.com,2023-10-06,A,21.88
C_04163,User_4163,user_4163@domain.com,2020-12-03,A,32.64
C_04164,User_4164,user_4164@domain.com,2022-08-20,A,20.29
C_04165,User_4165,user_4165@domain.com,2019-08-12,B,49.43
C_04166,User_4166,user_4166@domain.com,2022-10-18,A,62.28
C_04167,User_4167,user_4167@domain.com,2023-06-27,A,66.6
C_04168,User_4168,user_4168@domain.com,2019-12-03,A,56.22
C_04169,User_4169,user_4169@domain.com,2023-02-25,A,35.55
C_04170,User_4170,invalid_4170,2020-05-14,A,21.02
C_04171,User_4171,user_4171@domain.com,2021-11-22,A,23.65
C_04172,User_4172,user_4172@domain.com,2019-12-24,X,30.97
C_04173,User_4173,user_4173@domain.com,2022-02-04,A,36.67
C_04174,User_4174,user_4174@domain.com,2019-11-24,A,47.6
C_04175,User_4175,user_4175@domain.com,2020-11-08,C,34.79
C_04176,User_4176,user_4176@domain.com,2022-02-20,X,55.08
C_04177,User_4177,user_4177@domain.com,2021-05-23,A,46.52
C_04178,User_4178,user_4178@domain.com,2021-08-04,C,50.16
C_04179,User_4179,user_4179@domain.com,2020-04-19,A,67.1
C_04180,User_4180,invalid_4180,2023-06-22,A,32.3
C_04181,User_4181,user_4181@domain.com,2021-04-09,A,56.28
C_04182,User_4182,user_4182@domain.com,2022-07-13,B,49.79
C_04183,User_4183,user_4183@domain.com,2020-01-13,B,45.0
C_04184,User_4184,user_4184@domain.com,2020-01-17,A,63.28
C_04185,User_4185,user_4185@domain.com,2022-08-04,A,63.19
C_04186,User_4186,user_4186@domain.com,2022-09-08,B,35.8
C_04187,User_4187,user_4187@domain.com,2021-06-04,A,47.27
C_04188,User_4188,user_4188@domain.com,2021-03-21,A,54.22
C_04189,User_4189,user_4189@domain.com,2019-03-01,B,45.9
C_04190,User_4190,invalid_4190,2023-02-19,B,58.78
C_04191,User_4191,user_4191@domain.com,2022-06-11,B,54.22
C_04192,User_4192,user_4192@domain.com,2020-02-09,C,77.49
C_04193,User_4193,user_4193@domain.com,2021-07-09,A,27.05
C_04194,User_4194,user_4194@domain.com,2022-04-27,B,48.16
C_04195,User_4195,user_4195@domain.com,2021-05-29,B,36.37
C_04196,User_4196,user_4196@domain.com,2021-03-07,A,59.06
C_04197,User_4197,user_4197@domain.com,2019-01-10,A,25.74
C_04198,User_4198,user_4198@domain.com,2022-12-14,A,55.19
C_04199,User_4199,user_4199@domain.com,2020-03-15,A,40.55
C_04200,User_4200,invalid_4200,2020-02-26,B,38.99
C_04201,User_4201,user_4201@domain.com,2020-07-24,C,28.3
C_04202,User_4202,user_4202@domain.com,2023-03-21,A,43.02
C_04203,User_4203,user_4203@domain.com,2022-12-12,A,66.27
C_04204,User_4204,user_4204@domain.com,2023-07-15,X,49.62
C_04205,User_4205,user_4205@domain.com,2023-06-19,A,59.42
C_04206,User_4206,user_4206@domain.com,2019-05-09,A,74.97
C_04207,User_4207,user_4207@domain.com,2022-03-28,A,53.96
C_04208,User_4208,user_4208@domain.com,2019-07-28,A,41.62
C_04209,User_4209,user_4209@domain.com,2023-06-26,A,57.01
C_04210,User_4210,invalid_4210,2023-11-21,A,41.84
C_04211,User_4211,user_4211@domain.com,2022-01-04,A,42.43
C_04212,User_4212,user_4212@domain.com,2020-01-18,A,27.2
C_04213,User_4213,user_4213@domain.com,2021-01-19,A,63.89
C_04214,User_4214,user_4214@domain.com,2020-10-29,A,44.21
C_04215,User_4215,user_4215@domain.com,2020-02-08,B,52.73
C_04216,User_4216,user_4216@domain.com,2021-07-26,C,34.46
C_04217,User_4217,user_4217@domain.com,2019-08-22,A,56.54
C_04218,User_4218,user_4218@domain.com,2020-06-21,A,38.57
C_04219,User_4219,user_4219@domain.com,2022-10-05,B,47.87
C_04220,User_4220,invalid_4220,2023-11-02,A,63.17
C_04221,User_4221,user_4221@domain.com,2021-09-29,A,61.86
C_04222,User_4222,user_4222@domain.com,2021-12-16,B,49.67
C_04223,User_4223,user_4223@domain.com,2022-08-01,C,23.48
C_04224,User_4224,user_4224@domain.com,2020-10-03,C,94.89
C_04225,User_4225,user_4225@domain.com,2022-05-07,A,76.19
C_04226,User_4226,user_4226@domain.com,2021-03-06,B,60.84
C_04227,User_4227,user_4227@domain.com,2022-06-05,A,38.7
C_04228,User_4228,user_4228@domain.com,2021-03-14,B,48.3
C_04229,User_4229,user_4229@domain.com,2022-04-17,A,41.85
C_04230,User_4230,invalid_4230,2019-08-22,A,68.96
C_04231,User_4231,user_4231@domain.com,2020-12-13,B,53.94
C_04232,User_4232,user_4232@domain.com,2020-12-21,A,38.24
C_04233,User_4233,user_4233@domain.com,2023-09-28,A,42.94
C_04234,User_4234,user_4234@domain.com,2021-07-26,X,66.82
C_04235,User_4235,user_4235@domain.com,2022-06-18,A,74.0
C_04236,User_4236,user_4236@domain.com,2019-12-20,A,72.92
C_04237,User_4237,user_4237@domain.com,2023-07-25,A,61.36
C_04238,User_4238,user_4238@domain.com,2022-10-11,B,46.21
C_04239,User_4239,user_4239@domain.com,2022-12-16,B,1.38
C_04240,User_4240,invalid_4240,2023-06-28,A,54.46
C_04241,User_4241,user_4241@domain.com,2020-09-01,B,49.97
C_04242,User_4242,user_4242@domain.com,2022-06-12,A,52.1
C_04243,User_4243,user_4243@domain.com,2022-04-23,B,50.81
C_04244,User_4244,user_4244@domain.com,2019-06-23,A,30.11
C_04245,User_4245,user_4245@domain.com,2022-10-08,A,58.36
C_04246,User_4246,user_4246@domain.com,2019-10-02,X,59.48
C_04247,User_4247,user_4247@domain.com,2020-10-03,A,60.24
C_04248,User_4248,user_4248@domain.com,2019-08-30,A,64.2
C_04249,User_4249,user_4249@domain.com,2020-05-03,A,59.06
C_04250,User_4250,invalid_4250,2020-09-17,X,43.85
C_04251,User_4251,user_4251@domain.com,2019-08-28,A,48.94
C_04252,User_4252,user_4252@domain.com,2020-01-10,A,51.37
C_04253,User_4253,user_4253@domain.com,2021-02-03,A,51.62
C_04254,User_4254,user_4254@domain.com,2022-11-21,A,64.97
C_04255,User_4255,user_4255@domain.com,2019-10-17,A,59.66
C_04256,User_4256,user_4256@domain.com,2021-11-12,B,81.16
C_04257,User_4257,user_4257@domain.com,2021-03-06,X,83.1
C_04258,User_4258,user_4258@domain.com,2021-05-06,A,51.19
C_04259,User_4259,user_4259@domain.com,2022-05-06,A,-7.55
C_04260,User_4260,invalid_4260,2019-10-10,A,68.55
C_04261,User_4261,user_4261@domain.com,2022-03-23,A,41.89
C_04262,User_4262,user_4262@domain.com,2021-02-24,C,37.98
C_04263,User_4263,user_4263@domain.com,2021-05-16,A,44.02
C_04264,User_4264,user_4264@domain.com,2020-01-16,A,43.3
C_04265,User_4265,user_4265@domain.com,2021-09-23,B,59.18
C_04266,User_4266,user_4266@domain.com,2022-07-25,A,26.61
C_04267,User_4267,user_4267@domain.com,2022-01-05,B,33.83
C_04268,User_4268,user_4268@domain.com,2022-11-21,A,55.15
C_04269,User_4269,user_4269@domain.com,2022-08-14,C,59.34
C_04270,User_4270,invalid_4270,2019-12-21,X,59.62
C_04271,User_4271,user_4271@domain.com,2022-02-10,B,38.19
C_04272,User_4272,user_4272@domain.com,2019-12-08,X,35.33
C_04273,User_4273,user_4273@domain.com,2021-09-29,A,42.4
C_04274,User_4274,user_4274@domain.com,2020-08-14,A,53.6
C_04275,User_4275,user_4275@domain.com,2019-10-15,B,72.28
C_04276,User_4276,user_4276@domain.com,2020-01-19,A,19.29
C_04277,User_4277,user_4277@domain.com,2020-10-06,A,46.69
C_04278,User_4278,user_4278@domain.com,2023-09-21,A,30.01
C_04279,User_4279,user_4279@domain.com,2021-07-12,A,25.22
C_04280,User_4280,invalid_4280,2022-06-22,A,64.5
C_04281,User_4281,user_4281@domain.com,2019-04-20,A,58.17
C_04282,User_4282,user_4282@domain.com,2023-11-08,B,56.74
C_04283,User_4283,user_4283@domain.com,2021-01-05,A,63.82
C_04284,User_4284,user_4284@domain.com,2019-01-20,A,42.8
C_04285,User_4285,user_4285@domain.com,2021-09-19,A,43.51
C_04286,User_4286,user_4286@domain.com,2019-10-07,A,82.79
C_04287,User_4287,user_4287@domain.com,2020-02-04,C,46.3
C_04288,User_4288,user_4288@domain.com,2023-07-28,A,61.03
C_04289,User_4289,user_4289@domain.com,2021-02-25,A,50.1
C_04290,User_4290,invalid_4290,2022-02-24,C,22.28
C_04291,User_4291,user_4291@domain.com,2021-11-01,A,19.33
C_04292,User_4292,user_4292@domain.com,2022-08-30,A,41.32
C_04293,User_4293,user_4293@domain.com,2021-10-10,A,65.84
C_04294,User_4294,user_4294@domain.com,2021-04-17,X,61.82
C_04295,User_4295,user_4295@domain.com,2022-11-03,A,63.71
C_04296,User_4296,user_4296@domain.com,2021-10-04,A,35.19
C_04297,User_4297,user_4297@domain.com,2021-05-01,A,74.24
C_04298,User_4298,user_4298@domain.com,2022-12-25,A,35.53
C_04299,User_4299,user_4299@domain.com,2023-09-17,A,53.19
C_04300,User_4300,invalid_4300,2021-06-28,A,49.84
C_04301,User_4301,user_4301@domain.com,2021-09-27,A,47.39
C_04302,User_4302,user_4302@domain.com,2019-12-09,X,70.08
C_04303,User_4303,user_4303@domain.com,2019-06-19,B,39.42
C_04304,User_4304,user_4304@domain.com,2022-03-03,A,29.76
C_04305,User_4305,user_4305@domain.com,2019-03-05,C,50.3
C_04306,User_4306,user_4306@domain.com,2023-06-18,A,44.0
C_04307,User_4307,user_4307@domain.com,2023-04-08,A,100.66
C_04308,User_4308,user_4308@domain.com,2020-03-27,B,60.15
C_04309,User_4309,user_4309@domain.com,2020-08-21,C,43.86
C_04310,User_4310,invalid_4310,2019-03-08,B,34.16
C_04311,User_4311,user_4311@domain.com,2020-07-16,A,21.8
C_04312,User_4312,user_4312@domain.com,2020-04-05,X,34.62
C_04313,User_4313,user_4313@domain.com,2022-01-06,A,51.72
C_04314,User_4314,user_4314@domain.com,2020-08-14,C,71.41
C_04315,User_4315,user_4315@domain.com,2019-12-11,X,66.83
C_04316,User_4316,user_4316@domain.com,2023-05-18,A,53.44
C_04317,User_4317,user_4317@domain.com,2021-07-25,B,45.15
C_04318,User_4318,user_4318@domain.com,2022-03-04,A,54.03
C_04319,User_4319,user_4319@domain.com,2023-03-01,A,42.22
C_04320,User_4320,invalid_4320,2023-05-02,A,75.78
C_04321,User_4321,user_4321@domain.com,2023-04-18,A,47.16
C_04322,User_4322,user_4322@domain.com,2021-10-11,X,48.7
C_04323,User_4323,user_4323@domain.com,2022-01-30,B,16.76
C_04324,User_4324,user_4324@domain.com,2021-11-12,A,47.07
C_04325,User_4325,user_4325@domain.com,2019-08-20,C,62.55
C_04326,User_4326,user_4326@domain.com,2022-03-18,X,33.98
C_04327,User_4327,user_4327@domain.com,2019-08-22,A,38.74
C_04328,User_4328,user_4328@domain.com,2020-07-02,X,61.89
C_04329,User_4329,user_4329@domain.com,2023-05-07,A,27.85
C_04330,User_4330,invalid_4330,2022-01-17,C,65.87
C_04331,User_4331,user_4331@domain.com,2023-08-14,A,42.02
C_04332,User_4332,user_4332@domain.com,2021-01-21,A,44.17
C_04333,User_4333,user_4333@domain.com,2022-01-15,A,33.14
C_04334,User_4334,user_4334@domain.com,2023-08-12,B,55.67
C_04335,User_4335,user_4335@domain.com,2023-03-30,A,86.9
C_04336,User_4336,user_4336@domain.com,2019-03-27,A,61.72
C_04337,User_4337,user_4337@domain.com,2023-04-06,A,37.04
C_04338,User_4338,user_4338@domain.com,2023-01-12,X,67.03
C_04339,User_4339,user_4339@domain.com,2021-06-22,A,45.25
C_04340,User_4340,invalid_4340,2022-01-23,A,70.62
C_04341,User_4341,user_4341@domain.com,2020-03-23,A,62.1
C_04342,User_4342,user_4342@domain.com,2021-05-20,A,5.85
C_04343,User_4343,user_4343@domain.com,2019-07-29,C,34.94
C_04344,User_4344,user_4344@domain.com,2023-02-16,C,64.17
C_04345,User_4345,user_4345@domain.com,2023-08-27,A,52.27
C_04346,User_4346,user_4346@domain.com,2022-08-31,A,34.64
C_04347,User_4347,user_4347@domain.com,2023-03-19,B,40.5
C_04348,User_4348,user_4348@domain.com,2020-05-21,A,21.41
C_04349,User_4349,user_4349@domain.com,2020-09-01,C,48.67
C_04350,User_4350,invalid_4350,2023-11-27,B,83.16
C_04351,User_4351,user_4351@domain.com,2019-03-08,B,62.07
C_04352,User_4352,user_4352@domain.com,2021-07-10,A,82.86
C_04353,User_4353,user_4353@domain.com,2020-06-22,A,63.24
C_04354,User_4354,user_4354@domain.com,2020-12-14,X,65.41
C_04355,User_4355,user_4355@domain.com,2023-11-01,A,79.61
C_04356,User_4356,user_4356@domain.com,2023-07-31,B,55.66
C_04357,User_4357,user_4357@domain.com,2019-06-28,A,47.19
C_04358,User_4358,user_4358@domain.com,2021-06-18,B,65.49
C_04359,User_4359,user_4359@domain.com,2023-11-08,A,71.81
C_04360,User_4360,invalid_4360,2019-08-29,A,42.8
C_04361,User_4361,user_4361@domain.com,2023-05-08,A,39.18
C_04362,User_4362,user_4362@domain.com,2023-07-21,B,52.08
C_04363,User_4363,user_4363@domain.com,2020-04-30,B,62.47
C_04364,User_4364,user_4364@domain.com,2020-03-05,A,61.97
C_04365,User_4365,user_4365@domain.com,2023-07-19,A,28.64
C_04366,User_4366,user_4366@domain.com,2023-02-19,B,78.67
C_04367,User_4367,user_4367@domain.com,2022-04-19,A,40.38
C_04368,User_4368,user_4368@domain.com,2022-11-12,A,46.02
C_04369,User_4369,user_4369@domain.com,2020-12-19,A,36.46
C_04370,User_4370,invalid_4370,2023-10-30,A,90.47
C_04371,User_4371,user_4371@domain.com,2022-12-26,A,53.63
C_04372,User_4372,user_4372@domain.com,2022-06-03,A,37.24
C_04373,User_4373,user_4373@domain.com,2022-07-19,A,62.96
C_04374,User_4374,user_4374@domain.com,2021-05-26,A,61.54
C_04375,User_4375,user_4375@domain.com,2019-12-06,A,47.18
C_04376,User_4376,user_4376@domain.com,2022-06-15,A,62.61
C_04377,User_4377,user_4377@domain.com,2019-10-13,A,37.62
C_04378,User_4378,user_4378@domain.com,2023-05-27,C,42.61
C_04379,User_4379,user_4379@domain.com,2020-02-28,A,19.85
C_04380,User_4380,invalid_4380,2023-07-25,A,30.14
C_04381,User_4381,user_4381@domain.com,2020-02-28,A,77.11
C_04382,User_4382,user_4382@domain.com,2023-07-08,A,74.62
C_04383,User_4383,user_4383@domain.com,2019-05-02,A,50.99
C_04384,User_4384,user_4384@domain.com,2022-03-13,A,74.94
C_04385,User_4385,user_4385@domain.com,2020-12-19,C,47.6
C_04386,User_4386,user_4386@domain.com,2021-12-26,A,46.35
C_04387,User_4387,user_4387@domain.com,2020-07-29,X,50.85
C_04388,User_4388,user_4388@domain.com,2022-05-07,A,48.13
C_04389,User_4389,user_4389@domain.com,2022-01-08,A,46.77
C_04390,User_4390,invalid_4390,2019-12-11,A,67.15
C_04391,User_4391,user_4391@domain.com,2020-10-24,A,52.25
C_04392,User_4392,user_4392@domain.com,2022-12-12,A,60.69
C_04393,User_4393,user_4393@domain.com,2020-08-22,B,65.47
C_04394,User_4394,user_4394@domain.com,2020-08-15,A,55.82
C_04395,User_4395,user_4395@domain.com,2022-03-18,X,35.45
C_04396,User_4396,user_4396@domain.com,2020-07-01,C,29.71
C_04397,User_4397,user_4397@domain.com,2023-10-24,A,52.23
C_04398,User_4398,user_4398@domain.com,2021-11-19,A,47.43
C_04399,User_4399,user_4399@domain.com,2022-10-23,A,51.31
C_04400,User_4400,invalid_4400,2023-07-28,A,49.76
C_04401,User_4401,user_4401@domain.com,2019-07-15,A,88.75
C_04402,User_4402,user_4402@domain.com,2019-10-05,A,30.05
C_04403,User_4403,user_4403@domain.com,2023-03-17,A,20.15
C_04404,User_4404,user_4404@domain.com,2023-05-29,A,54.99
C_04405,User_4405,user_4405@domain.com,2021-04-22,X,44.35
C_04406,User_4406,user_4406@domain.com,2019-05-02,B,54.74
C_04407,User_4407,user_4407@domain.com,2020-07-21,X,58.76
C_04408,User_4408,user_4408@domain.com,2023-11-11,A,69.26
C_04409,User_4409,user_4409@domain.com,2022-09-05,A,27.39
C_04410,User_4410,invalid_4410,2019-09-17,A,41.65
C_04411,User_4411,user_4411@domain.com,2022-12-07,A,56.43
C_04412,User_4412,user_4412@domain.com,2023-11-09,A,61.56
C_04413,User_4413,user_4413@domain.com,2019-09-29,B,82.9
C_04414,User_4414,user_4414@domain.com,2020-05-26,B,64.34
C_04415,User_4415,user_4415@domain.com,2019-10-27,A,49.15
C_04416,User_4416,user_4416@domain.com,2022-12-27,A,36.64
C_04417,User_4417,user_4417@domain.com,2020-10-21,A,41.54
C_04418,User_4418,user_4418@domain.com,2023-08-24,A,41.11
C_04419,User_4419,user_4419@domain.com,2020-05-21,A,59.83
C_04420,User_4420,invalid_4420,2023-04-09,A,53.85
C_04421,User_4421,user_4421@domain.com,2023-09-24,A,30.15
C_04422,User_4422,user_4422@domain.com,2022-10-16,X,43.46
C_04423,User_4423,user_4423@domain.com,2021-03-15,A,63.16
C_04424,User_4424,user_4424@domain.com,2021-09-29,B,55.27
C_04425,User_4425,user_4425@domain.com,2019-10-19,A,58.53
C_04426,User_4426,user_4426@domain.com,2022-03-28,A,55.74
C_04427,User_4427,user_4427@domain.com,2022-07-19,A,74.4
C_04428,User_4428,user_4428@domain.com,2020-07-04,A,53.54
C_04429,User_4429,user_4429@domain.com,2022-07-09,A,44.21
C_04430,User_4430,invalid_4430,2021-04-28,B,36.26
C_04431,User_4431,user_4431@domain.com,2021-02-07,B,53.74
C_04432,User_4432,user_4432@domain.com,2021-07-14,A,13.39
C_04433,User_4433,user_4433@domain.com,2019-06-04,A,47.24
C_04434,User_4434,user_4434@domain.com,2022-07-21,X,46.91
C_04435,User_4435,user_4435@domain.com,2023-06-16,A,29.53
C_04436,User_4436,user_4436@domain.com,2023-04-24,A,36.08
C_04437,User_4437,user_4437@domain.com,2019-07-10,A,62.14
C_04438,User_4438,user_4438@domain.com,2021-04-05,B,53.46
C_04439,User_4439,user_4439@domain.com,2021-11-21,X,51.53
C_04440,User_4440,invalid_4440,2023-03-16,A,54.6
C_04441,User_4441,user_4441@domain.com,2020-07-23,C,51.39
C_04442,User_4442,user_4442@domain.com,2022-11-23,C,68.64
C_04443,User_4443,user_4443@domain.com,2023-12-02,A,51.85
C_04444,User_4444,user_4444@domain.com,2021-01-25,A,28.13
C_04445,User_4445,user_4445@domain.com,2021-07-20,A,74.45
C_04446,User_4446,user_4446@domain.com,2021-09-26,X,55.56
C_04447,User_4447,user_4447@domain.com,2020-11-01,A,41.16
C_04448,User_4448,user_4448@domain.com,2022-04-06,B,31.2
C_04449,User_4449,user_4449@domain.com,2019-01-06,A,55.94
C_04450,User_4450,invalid_4450,2023-11-15,B,48.24
C_04451,User_4451,user_4451@domain.com,2023-05-05,A,73.61
C_04452,User_4452,user_4452@domain.com,2023-10-01,A,44.81
C_04453,User_4453,user_4453@domain.com,2023-02-09,C,37.44
C_04454,User_4454,user_4454@domain.com,2019-07-10,C,63.44
C_04455,User_4455,user_4455@domain.com,2023-02-05,C,63.88
C_04456,User_4456,user_4456@domain.com,2021-07-27,A,52.53
C_04457,User_4457,user_4457@domain.com,2022-07-24,B,60.15
C_04458,User_4458,user_4458@domain.com,2022-09-22,A,49.43
C_04459,User_4459,user_4459@domain.com,2022-11-29,A,53.51
C_04460,User_4460,invalid_4460,2021-01-03,A,67.47
C_04461,User_4461,user_4461@domain.com,2023-10-08,A,59.38
C_04462,User_4462,user_4462@domain.com,2019-05-10,A,47.46
C_04463,User_4463,user_4463@domain.com,2023-06-18,X,70.29
C_04464,User_4464,user_4464@domain.com,2021-12-30,A,14.53
C_04465,User_4465,user_4465@domain.com,2021-03-25,B,80.78
C_04466,User_4466,user_4466@domain.com,2020-03-22,A,24.41
C_04467,User_4467,user_4467@domain.com,2021-05-29,A,40.59
C_04468,User_4468,user_4468@domain.com,2023-08-17,A,49.39
C_04469,User_4469,user_4469@domain.com,2020-03-09,X,47.8
C_04470,User_4470,invalid_4470,2021-10-10,C,65.1
C_04471,User_4471,user_4471@domain.com,2020-07-03,X,34.13
C_04472,User_4472,user_4472@domain.com,2020-10-23,X,53.91
C_04473,User_4473,user_4473@domain.com,2023-08-24,A,41.33
C_04474,User_4474,user_4474@domain.com,2020-08-03,A,54.43
C_04475,User_4475,user_4475@domain.com,2020-11-22,B,49.03
C_04476,User_4476,user_4476@domain.com,2022-01-25,A,51.39
C_04477,User_4477,user_4477@domain.com,2022-03-29,A,41.75
C_04478,User_4478,user_4478@domain.com,2019-09-25,A,42.35
C_04479,User_4479,user_4479@domain.com,2022-03-05,A,54.31
C_04480,User_4480,invalid_4480,2023-10-12,A,64.16
C_04481,User_4481,user_4481@domain.com,2021-09-20,A,41.03
C_04482,User_4482,user_4482@domain.com,2023-06-03,A,36.97
C_04483,User_4483,user_4483@domain.com,2020-12-04,A,59.2
C_04484,User_4484,user_4484@domain.com,2022-10-29,A,49.51
C_04485,User_4485,user_4485@domain.com,2023-04-11,A,62.46
C_04486,User_4486,user_4486@domain.com,2019-04-10,B,36.41
C_04487,User_4487,user_4487@domain.com,2019-04-05,A,23.31
C_04488,User_4488,user_4488@domain.com,2019-07-23,A,42.0
C_04489,User_4489,user_4489@domain.com,2022-07-06,B,38.5
C_04490,User_4490,invalid_4490,2023-05-25,A,48.82
C_04491,User_4491,user_4491@domain.com,2023-09-10,A,40.45
C_04492,User_4492,user_4492@domain.com,2021-07-30,B,61.12
C_04493,User_4493,user_4493@domain.com,2019-02-03,A,45.68
C_04494,User_4494,user_4494@domain.com,2019-09-12,B,52.26
C_04495,User_4495,user_4495@domain.com,2023-10-23,B,52.36
C_04496,User_4496,user_4496@domain.com,2019-11-20,B,52.92
C_04497,User_4497,user_4497@domain.com,2021-06-22,A,49.64
C_04498,User_4498,user_4498@domain.com,2021-07-23,A,57.66
C_04499,User_4499,user_4499@domain.com,2019-01-02,A,38.07
C_04500,User_4500,invalid_4500,2021-05-26,A,70.99
C_04501,User_4501,user_4501@domain.com,2020-02-19,A,46.45
C_04502,User_4502,user_4502@domain.com,2022-11-11,A,30.33
C_04503,User_4503,user_4503@domain.com,2019-09-28,A,52.82
C_04504,User_4504,user_4504@domain.com,2022-08-24,A,37.23
C_04505,User_4505,user_4505@domain.com,2020-09-10,A,59.98
C_04506,User_4506,user_4506@domain.com,2019-11-22,A,83.14
C_04507,User_4507,user_4507@domain.com,2023-11-26,B,38.2
C_04508,User_4508,user_4508@domain.com,2023-12-01,A,54.99
C_04509,User_4509,user_4509@domain.com,2020-07-15,A,23.67
C_04510,User_4510,invalid_4510,2019-07-11,X,56.81
C_04511,User_4511,user_4511@domain.com,2022-09-02,A,36.71
C_04512,User_4512,user_4512@domain.com,2021-01-08,A,40.63
C_04513,User_4513,user_4513@domain.com,2020-05-27,A,33.48
C_04514,User_4514,user_4514@domain.com,2019-06-18,B,60.98
C_04515,User_4515,user_4515@domain.com,2021-01-31,A,65.11
C_04516,User_4516,user_4516@domain.com,2022-09-22,A,50.35
C_04517,User_4517,user_4517@domain.com,2022-08-21,A,37.03
C_04518,User_4518,user_4518@domain.com,2019-12-05,C,73.84
C_04519,User_4519,user_4519@domain.com,2019-04-17,A,38.74
C_04520,User_4520,invalid_4520,2021-03-22,A,17.57
C_04521,User_4521,user_4521@domain.com,2022-07-05,C,56.88
C_04522,User_4522,user_4522@domain.com,2020-09-17,A,33.43
C_04523,User_4523,user_4523@domain.com,2023-01-26,C,64.83
C_04524,User_4524,user_4524@domain.com,2022-12-03,A,44.28
C_04525,User_4525,user_4525@domain.com,2023-03-27,C,59.06
C_04526,User_4526,user_4526@domain.com,2020-04-24,A,71.02
C_04527,User_4527,user_4527@domain.com,2021-05-29,B,31.87
C_04528,User_4528,user_4528@domain.com,2022-09-04,X,41.51
C_04529,User_4529,user_4529@domain.com,2019-07-06,A,48.86
C_04530,User_4530,invalid_4530,2022-12-12,A,73.06
C_04531,User_4531,user_4531@domain.com,2019-07-14,A,40.12
C_04532,User_4532,user_4532@domain.com,2019-01-03,A,41.08
C_04533,User_4533,user_4533@domain.com,2020-03-13,A,57.17
C_04534,User_4534,user_4534@domain.com,2021-09-03,A,41.34
C_04535,User_4535,user_4535@domain.com,2019-06-09,A,52.29
C_04536,User_4536,user_4536@domain.com,2019-09-29,A,26.73
C_04537,User_4537,user_4537@domain.com,2022-04-30,A,83.21
C_04538,User_4538,user_4538@domain.com,2020-04-08,B,29.78
C_04539,User_4539,user_4539@domain.com,2021-11-29,A,45.17
C_04540,User_4540,invalid_4540,2022-10-24,A,49.51
C_04541,User_4541,user_4541@domain.com,2021-06-30,A,78.69
C_04542,User_4542,user_4542@domain.com,2019-01-20,A,30.13
C_04543,User_4543,user_4543@domain.com,2019-01-17,A,79.76
C_04544,User_4544,user_4544@domain.com,2022-11-25,A,61.36
C_04545,User_4545,user_4545@domain.com,2020-12-04,A,56.26
